department,category,budget_eur,project_id,country,date,amount_local,original_currency,rate,amount_eur
Medical,Medications,4287.29,BF01,Burkina Faso,2024-05-31,3010849.18957,XOF,0.001524,4588.5341649046795
Medical,Medical Equipment,1316.13,BF01,Burkina Faso,2024-05-31,877434.32148,XOF,0.001524,1337.20990593552
Medical,Consultations,3652.59,BF01,Burkina Faso,2024-05-31,1990416.2420899998,XOF,0.001524,3033.39435294516
Logistics,Fuel,3441.81,BF01,Burkina Faso,2024-05-31,2083588.3743699999,XOF,0.001524,3175.38868253988
Logistics,Transport,4639.96,BF01,Burkina Faso,2024-05-31,2468943.43316,XOF,0.001524,3762.66979213584
Logistics,Vehicle Maintenance,4634.41,BF01,Burkina Faso,2024-05-31,3045457.4808900002,XOF,0.001524,4641.27720087636
Supply,Supplies,3075.49,BF01,Burkina Faso,2024-05-31,1671614.58052,XOF,0.001524,2547.54062071248
Supply,Warehousing,1218.92,BF01,Burkina Faso,2024-05-31,718705.8466200001,XOF,0.001524,1095.30771024888
Supply,Cold Chain,1567.31,BF01,Burkina Faso,2024-05-31,1009307.91676,XOF,0.001524,1538.18526514224
HR,Salaries,1016.84,BF01,Burkina Faso,2024-06-30,584214.98291,XOF,0.001524,890.34363395484
HR,Training,1797.42,BF01,Burkina Faso,2024-06-30,1005529.60444,XOF,0.001524,1532.42711716656
HR,Recruitment,4042.41,BF01,Burkina Faso,2024-06-30,2189978.0401999997,XOF,0.001524,3337.5265332647996
Medical,Medications,3328.99,BF01,Burkina Faso,2024-06-30,1998746.89599,XOF,0.001524,3046.09026948876
Medical,Medical Equipment,1730.46,BF01,Burkina Faso,2024-06-30,1032305.76918,XOF,0.001524,1573.23399223032
Medical,Consultations,2206.7,BF01,Burkina Faso,2024-06-30,1432393.62219,XOF,0.001524,2182.96788021756
Logistics,Fuel,4448.99,BF01,Burkina Faso,2024-06-30,2598088.24732,XOF,0.001524,3959.48648891568
Logistics,Transport,1810.0,BF01,Burkina Faso,2024-06-30,1023358.5156999999,XOF,0.001524,1559.5983779267997
Logistics,Vehicle Maintenance,2675.63,BF01,Burkina Faso,2024-06-30,1755918.1741600002,XOF,0.001524,2676.0192974198403
Supply,Supplies,1083.15,BF01,Burkina Faso,2024-06-30,689378.00915,XOF,0.001524,1050.6120859446
Supply,Warehousing,4806.57,BF01,Burkina Faso,2024-06-30,3178610.19232,XOF,0.001524,4844.20193309568
Supply,Cold Chain,1737.62,BF01,Burkina Faso,2024-06-30,1247630.214,XOF,0.001524,1901.3884461359999
HR,Salaries,1996.1,BF01,Burkina Faso,2024-07-31,1389913.8468699998,XOF,0.001524,2118.2287026298795
HR,Training,1455.0,BF01,Burkina Faso,2024-07-31,809332.8657399999,XOF,0.001524,1233.42328738776
HR,Recruitment,4378.11,BF01,Burkina Faso,2024-07-31,2862242.13122,XOF,0.001524,4362.05700797928
Medical,Medications,2078.65,BF01,Burkina Faso,2024-07-31,1269309.59285,XOF,0.001524,1934.4278195033999
Medical,Medical Equipment,1657.96,BF01,Burkina Faso,2024-07-31,927332.9704700001,XOF,0.001524,1413.25544699628
Medical,Consultations,3747.57,BF01,Burkina Faso,2024-07-31,2046900.69936,XOF,0.001524,3119.47666582464
Logistics,Fuel,1874.24,BF01,Burkina Faso,2024-07-31,1028317.55062,XOF,0.001524,1567.15594714488
Logistics,Transport,4165.57,BF01,Burkina Faso,2024-07-31,2781867.7200100003,XOF,0.001524,4239.566405295241
Logistics,Vehicle Maintenance,2023.83,BF01,Burkina Faso,2024-07-31,1425178.09519,XOF,0.001524,2171.97141706956
Supply,Supplies,3939.04,BF01,Burkina Faso,2024-07-31,2339162.34071,XOF,0.001524,3564.88340724204
Supply,Warehousing,1102.17,BF01,Burkina Faso,2024-07-31,714599.5558000001,XOF,0.001524,1089.0497230392002
Supply,Cold Chain,2646.93,BF01,Burkina Faso,2024-07-31,1618691.9697599998,XOF,0.001524,2466.88656191424
HR,Salaries,4171.37,BF01,Burkina Faso,2024-08-31,2236682.1786,XOF,0.001524,3408.7036401864
HR,Training,3555.04,BF01,Burkina Faso,2024-08-31,2342107.58764,XOF,0.001524,3569.37196356336
HR,Recruitment,2778.24,BF01,Burkina Faso,2024-08-31,1575326.65249,XOF,0.001524,2400.79781839476
Medical,Medications,3370.08,BF01,Burkina Faso,2024-08-31,1907424.5624499999,XOF,0.001524,2906.9150331737997
Medical,Medical Equipment,1102.21,BF01,Burkina Faso,2024-08-31,723310.6647600001,XOF,0.001524,1102.3254530942402
Medical,Consultations,1539.12,BF01,Burkina Faso,2024-08-31,825456.2888000001,XOF,0.001524,1257.9953841312001
Logistics,Fuel,1604.76,BF01,Burkina Faso,2024-08-31,878641.28236,XOF,0.001524,1339.04931431664
Logistics,Transport,1078.16,BF01,Burkina Faso,2024-08-31,771123.37049,XOF,0.001524,1175.19201662676
Logistics,Vehicle Maintenance,3526.93,BF01,Burkina Faso,2024-08-31,2224612.5698,XOF,0.001524,3390.3095563752004
Supply,Supplies,1292.31,BF01,Burkina Faso,2024-08-31,861783.1874599999,XOF,0.001524,1313.3575776890398
Supply,Warehousing,3045.5,BF01,Burkina Faso,2024-08-31,2044709.80298,XOF,0.001524,3116.13773974152
Supply,Cold Chain,4703.59,BF01,Burkina Faso,2024-08-31,2574231.09123,XOF,0.001524,3923.1281830345197
HR,Salaries,4725.66,BF01,Burkina Faso,2024-09-30,2735773.62162,XOF,0.001524,4169.3189993488795
HR,Training,4447.87,BF01,Burkina Faso,2024-09-30,2465329.11009,XOF,0.001524,3757.16156377716
HR,Recruitment,3752.22,BF01,Burkina Faso,2024-09-30,2619124.7883099997,XOF,0.001524,3991.5461773844395
Medical,Medications,3762.52,BF01,Burkina Faso,2024-09-30,2683657.83797,XOF,0.001524,4089.8945450662804
Medical,Medical Equipment,4337.34,BF01,Burkina Faso,2024-09-30,2684543.3799199997,XOF,0.001524,4091.2441109980796
Medical,Consultations,2781.98,BF01,Burkina Faso,2024-09-30,1835649.74751,XOF,0.001524,2797.53021520524
Logistics,Fuel,2743.57,BF01,Burkina Faso,2024-09-30,1891038.75659,XOF,0.001524,2881.9430650431595
Logistics,Transport,3641.46,BF01,Burkina Faso,2024-09-30,2296977.7460399996,XOF,0.001524,3500.594084964959
Logistics,Vehicle Maintenance,3905.16,BF01,Burkina Faso,2024-09-30,2760791.8216,XOF,0.001524,4207.4467361184
Supply,Supplies,2003.45,BF01,Burkina Faso,2024-09-30,1135763.30722,XOF,0.001524,1730.90328020328
Supply,Warehousing,4648.63,BF01,Burkina Faso,2024-09-30,3266298.52408,XOF,0.001524,4977.83895069792
Supply,Cold Chain,4849.54,BF01,Burkina Faso,2024-09-30,2914331.67659,XOF,0.001524,4441.44147512316
HR,Salaries,4035.81,BF01,Burkina Faso,2024-10-31,2130167.88094,XOF,0.001524,3246.37585055256
HR,Training,2934.04,BF01,Burkina Faso,2024-10-31,1561499.0789299998,XOF,0.001524,2379.72459628932
HR,Recruitment,3032.44,BF01,Burkina Faso,2024-10-31,2117088.09836,XOF,0.001524,3226.44226190064
Medical,Medications,1027.94,BF01,Burkina Faso,2024-10-31,734980.13979,XOF,0.001524,1120.10973303996
Medical,Medical Equipment,2049.38,BF01,Burkina Faso,2024-10-31,1365308.8998,XOF,0.001524,2080.7307632952
Medical,Consultations,1612.68,BF01,Burkina Faso,2024-10-31,948566.2985599999,XOF,0.001524,1445.61503900544
Logistics,Fuel,3580.41,BF01,Burkina Faso,2024-10-31,2061915.55509,XOF,0.001524,3142.35930595716
Logistics,Transport,3248.96,BF01,Burkina Faso,2024-10-31,2115290.77618,XOF,0.001524,3223.70314289832
Logistics,Vehicle Maintenance,2433.51,BF01,Burkina Faso,2024-10-31,1554473.77946,XOF,0.001524,2369.01803989704
Supply,Supplies,1052.98,BF01,Burkina Faso,2024-10-31,757151.48639,XOF,0.001524,1153.89886525836
Supply,Warehousing,3192.11,BF01,Burkina Faso,2024-10-31,2232169.19444,XOF,0.001524,3401.8258523265604
Supply,Cold Chain,2364.1,BF01,Burkina Faso,2024-10-31,1443708.88044,XOF,0.001524,2200.21233379056
HR,Salaries,4012.79,BF01,Burkina Faso,2024-11-30,2472210.09902,XOF,0.001524,3767.64819090648
HR,Training,1477.79,BF01,Burkina Faso,2024-11-30,1032935.4879000001,XOF,0.001524,1574.1936835596
HR,Recruitment,2045.49,BF01,Burkina Faso,2024-11-30,1377280.1150500001,XOF,0.001524,2098.9748953362
Medical,Medications,2200.47,BF01,Burkina Faso,2024-11-30,1336630.45976,XOF,0.001524,2037.02482067424
Medical,Medical Equipment,3256.64,BF01,Burkina Faso,2024-11-30,1811549.88733,XOF,0.001524,2760.80202829092
Medical,Consultations,4004.22,BF01,Burkina Faso,2024-11-30,2619583.9582100003,XOF,0.001524,3992.2459523120406
Logistics,Fuel,4686.89,BF01,Burkina Faso,2024-11-30,3375712.1516799997,XOF,0.001524,5144.585319160319
Logistics,Transport,2710.24,BF01,Burkina Faso,2024-11-30,1813524.3179,XOF,0.001524,2763.8110604795997
Logistics,Vehicle Maintenance,1456.49,BF01,Burkina Faso,2024-11-30,918825.20818,XOF,0.001524,1400.28961726632
Supply,Supplies,1110.99,BF01,Burkina Faso,2024-11-30,792553.48568,XOF,0.001524,1207.85151217632
Supply,Warehousing,3302.61,BF01,Burkina Faso,2024-11-30,2287918.97987,XOF,0.001524,3486.7885253218797
Supply,Cold Chain,2845.53,BF01,Burkina Faso,2024-11-30,1645678.04074,XOF,0.001524,2508.01333408776
HR,Salaries,4836.16,BF01,Burkina Faso,2024-12-31,3449684.42257,XOF,0.001524,5257.31905999668
HR,Training,4483.03,BF01,Burkina Faso,2024-12-31,2977395.38257,XOF,0.001524,4537.55056303668
HR,Recruitment,1142.64,BF01,Burkina Faso,2024-12-31,708754.97893,XOF,0.001524,1080.1425878893199
Medical,Medications,4481.54,BF01,Burkina Faso,2024-12-31,2907529.4025,XOF,0.001524,4431.07480941
Medical,Medical Equipment,1164.63,BF01,Burkina Faso,2024-12-31,834580.65067,XOF,0.001524,1271.90091162108
Medical,Consultations,1790.06,BF01,Burkina Faso,2024-12-31,1273494.59851,XOF,0.001524,1940.8057681292398
Logistics,Fuel,3288.28,BF01,Burkina Faso,2024-12-31,2037474.59727,XOF,0.001524,3105.11128623948
Logistics,Transport,2622.89,BF01,Burkina Faso,2024-12-31,1615228.5168,XOF,0.001524,2461.6082596032
Logistics,Vehicle Maintenance,4236.41,BF01,Burkina Faso,2024-12-31,3040039.27607,XOF,0.001524,4633.01985673068
Supply,Supplies,2044.94,BF01,Burkina Faso,2024-12-31,1250332.75684,XOF,0.001524,1905.5071214241598
Supply,Warehousing,2343.29,BF01,Burkina Faso,2024-12-31,1413036.33112,XOF,0.001524,2153.4673686268798
Supply,Cold Chain,3074.14,BF01,Burkina Faso,2024-12-31,2092286.36419,XOF,0.001524,3188.64441902556
HR,Salaries,1666.2,BF01,Burkina Faso,2025-01-31,1166153.79503,XOF,0.001524,1777.2183836257198
HR,Training,3092.02,BF01,Burkina Faso,2025-01-31,2103804.96911,XOF,0.001524,3206.19877292364
HR,Recruitment,3518.31,BF01,Burkina Faso,2025-01-31,2028356.79497,XOF,0.001524,3091.2157555342797
Medical,Medications,4025.35,BF01,Burkina Faso,2025-01-31,2675956.9027899997,XOF,0.001524,4078.1583198519593
Medical,Medical Equipment,4628.73,BF01,Burkina Faso,2025-01-31,3198905.5019,XOF,0.001524,4875.1319848956
Medical,Consultations,4461.59,BF01,Burkina Faso,2025-01-31,2684208.84185,XOF,0.001524,4090.7342749793997
Logistics,Fuel,4307.37,BF01,Burkina Faso,2025-01-31,2836745.08263,XOF,0.001524,4323.19950592812
Logistics,Transport,3415.96,BF01,Burkina Faso,2025-01-31,1998851.84911,XOF,0.001524,3046.25021804364
Logistics,Vehicle Maintenance,1120.05,BF01,Burkina Faso,2025-01-31,615510.69138,XOF,0.001524,938.0382936631199
Supply,Supplies,2455.68,BF01,Burkina Faso,2025-01-31,1354085.47553,XOF,0.001524,2063.6262647077197
Supply,Warehousing,2997.25,BF01,Burkina Faso,2025-01-31,2129065.8731799996,XOF,0.001524,3244.6963907263194
Supply,Cold Chain,3614.09,BF01,Burkina Faso,2025-01-31,2566333.36895,XOF,0.001524,3911.0920542798
HR,Salaries,2139.0,BF01,Burkina Faso,2025-02-28,1246895.54216,XOF,0.001524,1900.2688062518398
HR,Training,3236.47,BF01,Burkina Faso,2025-02-28,1752644.9487299998,XOF,0.001524,2671.03090186452
HR,Recruitment,1275.8,BF01,Burkina Faso,2025-02-28,767187.6284899999,XOF,0.001524,1169.1939458187599
Medical,Medications,3796.51,BF01,Burkina Faso,2025-02-28,2038012.48201,XOF,0.001524,3105.9310225832396
Medical,Medical Equipment,2448.9,BF01,Burkina Faso,2025-02-28,1538658.65619,XOF,0.001524,2344.91579203356
Medical,Consultations,3120.71,BF01,Burkina Faso,2025-02-28,1984578.22479,XOF,0.001524,3024.4972145799597
Logistics,Fuel,3747.07,BF01,Burkina Faso,2025-02-28,2529219.32189,XOF,0.001524,3854.5302465603595
Logistics,Transport,1272.61,BF01,Burkina Faso,2025-02-28,746793.92536,XOF,0.001524,1138.11394224864
Logistics,Vehicle Maintenance,3643.06,BF01,Burkina Faso,2025-02-28,2488910.76424,XOF,0.001524,3793.1000047017596
Supply,Supplies,3149.94,BF01,Burkina Faso,2025-02-28,1969891.34756,XOF,0.001524,3002.1144136814396
Supply,Warehousing,3161.26,BF01,Burkina Faso,2025-02-28,1771693.9400099998,XOF,0.001524,2700.0615645752396
Supply,Cold Chain,3975.36,BF01,Burkina Faso,2025-02-28,2700312.5862000003,XOF,0.001524,4115.276381368801
HR,Salaries,1330.9,BF01,Burkina Faso,2025-03-31,912495.2231299999,XOF,0.001524,1390.6427200501198
HR,Training,1065.46,BF01,Burkina Faso,2025-03-31,653766.10362,XOF,0.001524,996.3395419168799
HR,Recruitment,4668.77,BF01,Burkina Faso,2025-03-31,3363806.53213,XOF,0.001524,5126.44115496612
Medical,Medications,4090.41,BF01,Burkina Faso,2025-03-31,2699807.49931,XOF,0.001524,4114.506628948439
Medical,Medical Equipment,3095.62,BF01,Burkina Faso,2025-03-31,1811431.81507,XOF,0.001524,2760.6220861666798
Medical,Consultations,1465.72,BF01,Burkina Faso,2025-03-31,850861.5034100001,XOF,0.001524,1296.7129311968401
Logistics,Fuel,1280.12,BF01,Burkina Faso,2025-03-31,705901.5659800001,XOF,0.001524,1075.79398655352
Logistics,Transport,1158.43,BF01,Burkina Faso,2025-03-31,757322.03521,XOF,0.001524,1154.15878166004
Logistics,Vehicle Maintenance,3442.27,BF01,Burkina Faso,2025-03-31,2243969.86087,XOF,0.001524,3419.81006796588
Supply,Supplies,3283.14,BF01,Burkina Faso,2025-03-31,1815524.98675,XOF,0.001524,2766.8600798069997
Supply,Warehousing,2111.63,BF01,Burkina Faso,2025-03-31,1154943.4899,XOF,0.001524,1760.1338786075999
Supply,Cold Chain,4233.57,BF01,Burkina Faso,2025-03-31,3003968.2006400004,XOF,0.001524,4578.04753777536
HR,Salaries,3273.26,BF01,Burkina Faso,2025-04-30,1865705.69725,XOF,0.001524,2843.335482609
HR,Training,4166.92,BF01,Burkina Faso,2025-04-30,2697472.29239,XOF,0.001524,4110.94777360236
HR,Recruitment,4944.59,BF01,Burkina Faso,2025-04-30,2974948.66296,XOF,0.001524,4533.82176235104
Medical,Medications,4594.07,BF01,Burkina Faso,2025-04-30,2557372.99633,XOF,0.001524,3897.43644640692
Medical,Medical Equipment,1740.84,BF01,Burkina Faso,2025-04-30,1012351.55724,XOF,0.001524,1542.82377323376
Medical,Consultations,2559.29,BF01,Burkina Faso,2025-04-30,1585513.6646999998,XOF,0.001524,2416.3228250027996
Logistics,Fuel,2212.42,BF01,Burkina Faso,2025-04-30,1336715.7341699998,XOF,0.001524,2037.1547788750797
Logistics,Transport,3270.79,BF01,Burkina Faso,2025-04-30,2139128.25356,XOF,0.001524,3260.03145842544
Logistics,Vehicle Maintenance,3492.3,BF01,Burkina Faso,2025-04-30,2331408.92897,XOF,0.001524,3553.0672077502795
Supply,Supplies,4212.79,BF01,Burkina Faso,2025-04-30,2430491.23382,XOF,0.001524,3704.0686403416803
Supply,Warehousing,4440.89,BF01,Burkina Faso,2025-04-30,3139246.21275,XOF,0.001524,4784.211228231
Supply,Cold Chain,1664.77,BF01,Burkina Faso,2025-04-30,983804.3086,XOF,0.001524,1499.3177663064
HR,Salaries,1000.55,BF01,Burkina Faso,2025-05-31,624759.6850800001,XOF,0.001524,952.1337600619202
HR,Training,3129.9,BF01,Burkina Faso,2025-05-31,1734547.0951,XOF,0.001524,2643.4497729324
HR,Recruitment,1734.87,BF01,Burkina Faso,2025-05-31,919527.08217,XOF,0.001524,1401.35927322708
Medical,Medications,4735.53,BF01,Burkina Faso,2025-05-31,2742785.80195,XOF,0.001524,4180.0055621718
Medical,Medical Equipment,1094.37,BF01,Burkina Faso,2025-05-31,581735.46545,XOF,0.001524,886.5648493458
Medical,Consultations,1653.71,BF01,Burkina Faso,2025-05-31,1127695.03612,XOF,0.001524,1718.60723504688
Logistics,Fuel,2498.95,BF01,Burkina Faso,2025-05-31,1441996.83267,XOF,0.001524,2197.6031729890797
Logistics,Transport,2016.73,BF01,Burkina Faso,2025-05-31,1159043.22115,XOF,0.001524,1766.3818690326002
Logistics,Vehicle Maintenance,4880.56,BF01,Burkina Faso,2025-05-31,3254078.0451700003,XOF,0.001524,4959.214940839081
Supply,Supplies,1041.32,BF01,Burkina Faso,2025-05-31,690296.3489499999,XOF,0.001524,1052.0116357998
Supply,Warehousing,2257.8,BF01,Burkina Faso,2025-05-31,1370504.07924,XOF,0.001524,2088.64821676176
Supply,Cold Chain,3906.2,BF01,Burkina Faso,2025-05-31,2323334.0983,XOF,0.001524,3540.7611658092
HR,Salaries,2612.07,BF01,Burkina Faso,2025-06-30,1598272.02835,XOF,0.001524,2435.7665712054
HR,Training,4806.19,BF01,Burkina Faso,2025-06-30,2807528.75785,XOF,0.001524,4278.6738269634
HR,Recruitment,2447.25,BF01,Burkina Faso,2025-06-30,1513345.27556,XOF,0.001524,2306.33819995344
Medical,Medications,4387.5,BF01,Burkina Faso,2025-06-30,3025581.98379,XOF,0.001524,4610.9869432959595
Medical,Medical Equipment,1671.59,BF01,Burkina Faso,2025-06-30,905030.43247,XOF,0.001524,1379.26637908428
Medical,Consultations,1582.01,BF01,Burkina Faso,2025-06-30,933971.2553099999,XOF,0.001524,1423.3721930924398
Logistics,Fuel,2662.5,BF01,Burkina Faso,2025-06-30,1684418.86116,XOF,0.001524,2567.0543444078403
Logistics,Transport,2594.71,BF01,Burkina Faso,2025-06-30,1756705.32256,XOF,0.001524,2677.21891158144
Logistics,Vehicle Maintenance,2243.59,BF01,Burkina Faso,2025-06-30,1331835.4140899999,XOF,0.001524,2029.7171710731598
Supply,Supplies,3828.02,BF01,Burkina Faso,2025-06-30,2231742.82239,XOF,0.001524,3401.1760613223596
Supply,Warehousing,1422.53,BF01,Burkina Faso,2025-06-30,817571.6856600001,XOF,0.001524,1245.97924894584
Supply,Cold Chain,2884.99,BF01,Burkina Faso,2025-06-30,1763212.416,XOF,0.001524,2687.1357219839997
HR,Salaries,1290.62,BF01,Burkina Faso,2025-07-31,,XOF,0.001524,
HR,Training,4104.56,BF01,Burkina Faso,2025-07-31,,XOF,0.001524,
HR,Recruitment,1147.65,BF01,Burkina Faso,2025-07-31,,XOF,0.001524,
Medical,Medications,1264.26,BF01,Burkina Faso,2025-07-31,,XOF,0.001524,
Medical,Medical Equipment,2442.82,BF01,Burkina Faso,2025-07-31,,XOF,0.001524,
Medical,Consultations,3440.3,BF01,Burkina Faso,2025-07-31,,XOF,0.001524,
Logistics,Fuel,3668.25,BF01,Burkina Faso,2025-07-31,,XOF,0.001524,
Logistics,Transport,1647.11,BF01,Burkina Faso,2025-07-31,,XOF,0.001524,
Logistics,Vehicle Maintenance,1474.16,BF01,Burkina Faso,2025-07-31,,XOF,0.001524,
Supply,Supplies,4467.55,BF01,Burkina Faso,2025-07-31,,XOF,0.001524,
Supply,Warehousing,4473.29,BF01,Burkina Faso,2025-07-31,,XOF,0.001524,
Supply,Cold Chain,1289.52,BF01,Burkina Faso,2025-07-31,,XOF,0.001524,
HR,Salaries,2623.63,BF01,Burkina Faso,2025-08-31,,XOF,0.001524,
HR,Training,1579.5,BF01,Burkina Faso,2025-08-31,,XOF,0.001524,
HR,Recruitment,4028.13,BF01,Burkina Faso,2025-08-31,,XOF,0.001524,
Medical,Medications,4609.34,BF01,Burkina Faso,2025-08-31,,XOF,0.001524,
Medical,Medical Equipment,3609.67,BF01,Burkina Faso,2025-08-31,,XOF,0.001524,
Medical,Consultations,1778.2,BF01,Burkina Faso,2025-08-31,,XOF,0.001524,
Logistics,Fuel,3802.2,BF01,Burkina Faso,2025-08-31,,XOF,0.001524,
Logistics,Transport,3045.9,BF01,Burkina Faso,2025-08-31,,XOF,0.001524,
Logistics,Vehicle Maintenance,2108.9,BF01,Burkina Faso,2025-08-31,,XOF,0.001524,
Supply,Supplies,4005.28,BF01,Burkina Faso,2025-08-31,,XOF,0.001524,
Supply,Warehousing,4004.41,BF01,Burkina Faso,2025-08-31,,XOF,0.001524,
Supply,Cold Chain,3071.45,BF01,Burkina Faso,2025-08-31,,XOF,0.001524,
HR,Salaries,3576.24,BF01,Burkina Faso,2025-09-30,,XOF,0.001524,
HR,Training,3637.81,BF01,Burkina Faso,2025-09-30,,XOF,0.001524,
HR,Recruitment,1621.25,BF01,Burkina Faso,2025-09-30,,XOF,0.001524,
Medical,Medications,2522.65,BF01,Burkina Faso,2025-09-30,,XOF,0.001524,
Medical,Medical Equipment,4657.65,BF01,Burkina Faso,2025-09-30,,XOF,0.001524,
Medical,Consultations,2883.01,BF01,Burkina Faso,2025-09-30,,XOF,0.001524,
Logistics,Fuel,1374.56,BF01,Burkina Faso,2025-09-30,,XOF,0.001524,
Logistics,Transport,1782.87,BF01,Burkina Faso,2025-09-30,,XOF,0.001524,
Logistics,Vehicle Maintenance,1166.44,BF01,Burkina Faso,2025-09-30,,XOF,0.001524,
Supply,Supplies,2711.53,BF01,Burkina Faso,2025-09-30,,XOF,0.001524,
Supply,Warehousing,1799.7,BF01,Burkina Faso,2025-09-30,,XOF,0.001524,
Supply,Cold Chain,3185.44,BF01,Burkina Faso,2025-09-30,,XOF,0.001524,
HR,Salaries,1686.12,BF01,Burkina Faso,2025-10-31,,XOF,0.001524,
HR,Training,4897.99,BF01,Burkina Faso,2025-10-31,,XOF,0.001524,
HR,Recruitment,4853.13,BF01,Burkina Faso,2025-10-31,,XOF,0.001524,
Medical,Medications,4837.39,BF01,Burkina Faso,2025-10-31,,XOF,0.001524,
Medical,Medical Equipment,3419.15,BF01,Burkina Faso,2025-10-31,,XOF,0.001524,
Medical,Consultations,3954.09,BF01,Burkina Faso,2025-10-31,,XOF,0.001524,
Logistics,Fuel,4753.23,BF01,Burkina Faso,2025-10-31,,XOF,0.001524,
Logistics,Transport,3135.42,BF01,Burkina Faso,2025-10-31,,XOF,0.001524,
Logistics,Vehicle Maintenance,3318.01,BF01,Burkina Faso,2025-10-31,,XOF,0.001524,
Supply,Supplies,4402.14,BF01,Burkina Faso,2025-10-31,,XOF,0.001524,
Supply,Warehousing,3592.18,BF01,Burkina Faso,2025-10-31,,XOF,0.001524,
Supply,Cold Chain,2102.82,BF01,Burkina Faso,2025-10-31,,XOF,0.001524,
HR,Salaries,4706.83,BF01,Burkina Faso,2025-11-30,,XOF,0.001524,
HR,Training,4853.43,BF01,Burkina Faso,2025-11-30,,XOF,0.001524,
HR,Recruitment,2158.73,BF01,Burkina Faso,2025-11-30,,XOF,0.001524,
Medical,Medications,4380.61,BF01,Burkina Faso,2025-11-30,,XOF,0.001524,
Medical,Medical Equipment,3428.2,BF01,Burkina Faso,2025-11-30,,XOF,0.001524,
Medical,Consultations,4255.87,BF01,Burkina Faso,2025-11-30,,XOF,0.001524,
Logistics,Fuel,3198.73,BF01,Burkina Faso,2025-11-30,,XOF,0.001524,
Logistics,Transport,2872.08,BF01,Burkina Faso,2025-11-30,,XOF,0.001524,
Logistics,Vehicle Maintenance,2504.81,BF01,Burkina Faso,2025-11-30,,XOF,0.001524,
Supply,Supplies,2293.74,BF01,Burkina Faso,2025-11-30,,XOF,0.001524,
Supply,Warehousing,2757.05,BF01,Burkina Faso,2025-11-30,,XOF,0.001524,
Supply,Cold Chain,2394.77,BF01,Burkina Faso,2025-11-30,,XOF,0.001524,
HR,Salaries,2453.5,BF01,Burkina Faso,2025-12-31,,XOF,0.001524,
HR,Training,2043.57,BF01,Burkina Faso,2025-12-31,,XOF,0.001524,
HR,Recruitment,2516.3,BF01,Burkina Faso,2025-12-31,,XOF,0.001524,
Medical,Medications,2563.01,BF01,Burkina Faso,2025-12-31,,XOF,0.001524,
Medical,Medical Equipment,1810.77,BF01,Burkina Faso,2025-12-31,,XOF,0.001524,
